,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.fronttop_CO2_scaled,feature_importance.fronttop_CO2_fd1_scaled,feature_importance.fronttop_CO2_fd2_scaled,feature_importance.fronttop_CO2_fd3_scaled,feature_importance.fronttop_temperature_scaled,feature_importance.fronttop_temperature_fd1_scaled,feature_importance.fronttop_temperature_fd2_scaled,feature_importance.fronttop_temperature_fd3_scaled,feature_importance.fronttop_humidity_scaled,feature_importance.fronttop_humidity_fd1_scaled,feature_importance.fronttop_humidity_fd2_scaled,feature_importance.fronttop_humidity_fd3_scaled
65,65,0.8791666666666667,0.8304093567251462,0.8588425381903643,0.9507197414806111,0.10375000000000001,0.0004166666666667318,0.0,0.005833333333333246,0.04041666666666677,-0.01375000000000004,-0.022916666666666696,-0.02791666666666659,0.0025000000000000577,-0.0029166666666667895,0.0012499999999999734,-0.0012499999999998623
66,66,0.8791666666666667,0.8323699421965318,0.8608989424206815,0.9319183313748531,0.10749999999999993,0.002083333333333437,-0.0008333333333332416,-0.004583333333333384,0.10833333333333339,0.002083333333333215,-0.012083333333333335,-0.009999999999999898,-0.006249999999999978,-0.0050000000000000044,-0.0008333333333332416,-0.0024999999999999467
67,67,0.8833333333333333,0.8390804597701149,0.8663337250293772,0.9675381903642772,0.11541666666666672,-0.007916666666666794,-0.0012499999999998623,-0.0008333333333332416,0.03208333333333335,-0.02791666666666659,-0.02874999999999983,-0.023333333333333317,0.0008333333333333526,-0.009166666666666767,0.002083333333333326,0.008749999999999925
68,68,0.8791666666666667,0.8323699421965318,0.8608989424206815,0.920828437132785,0.13624999999999998,-0.023333333333333428,-0.004166666666666541,0.0,0.10916666666666663,-0.009999999999999898,0.03791666666666671,-0.002083333333333326,-0.02416666666666667,0.03166666666666673,0.012083333333333446,0.013749999999999929
69,69,0.8791666666666667,0.8323699421965318,0.8608989424206815,0.9391891891891893,0.10791666666666666,0.002083333333333437,-0.0012500000000000844,-0.008750000000000036,0.04499999999999993,-0.019583333333333397,-0.018333333333333535,-0.028750000000000053,-0.033333333333333326,-0.007916666666666683,-0.008750000000000036,0.005416666666666625
70,70,0.9041666666666667,0.8715083798882681,0.8935076380728555,0.941539365452409,0.22666666666666668,0.013333333333333197,0.006249999999999867,0.03791666666666671,0.14333333333333342,0.015416666666666523,0.03833333333333333,0.014166666666666439,-0.020000000000000018,0.015000000000000124,0.011666666666666825,0.015416666666666523
71,71,0.8833333333333333,0.8372093023255814,0.86427732079906,0.8832990599294948,0.19166666666666665,0.012916666666666576,0.00749999999999984,0.00374999999999992,0.16708333333333336,0.01416666666666666,0.0033333333333334103,0.01791666666666658,-0.005416666666666625,0.01708333333333334,-0.004583333333333384,0.0024999999999999467
72,72,0.8875,0.8457142857142858,0.8717685076380728,0.8808754406580493,0.2250000000000001,0.020416666666666528,0.005416666666666625,0.009583333333333277,0.1875,0.03916666666666657,0.014583333333333393,0.019166666666666554,-0.0050000000000001155,0.002083333333333326,0.0008333333333334636,0.0029166666666666785
73,73,0.8916666666666667,0.8522727272727273,0.8772032902467685,0.9193595769682726,0.19333333333333325,0.004166666666666763,-0.002083333333333437,-0.003750000000000031,0.13833333333333342,-0.0008333333333333526,0.0004166666666667318,-0.007499999999999951,-1.1102230246251565e-16,-0.003750000000000031,0.0033333333333334103,0.0004166666666666208
74,74,0.8708333333333333,0.8208092485549133,0.8520857814336076,0.9175969447708578,0.09291666666666665,0.00374999999999992,-0.0012499999999999734,-0.0029166666666666785,0.07916666666666672,-0.010833333333333472,-0.01416666666666666,-0.025833333333333375,-0.006250000000000089,-0.004583333333333273,-0.009166666666666545,-0.004166666666666652
75,75,0.9083333333333333,0.8764044943820225,0.8968860164512338,0.9593860164512339,0.21291666666666653,-0.003750000000000031,-0.01666666666666672,-0.0029166666666665675,0.1629166666666667,0.0012500000000000844,0.007083333333333441,0.015000000000000013,0.00374999999999992,0.02791666666666659,0.013749999999999818,0.01083333333333314
76,76,0.8916666666666667,0.8522727272727273,0.8772032902467685,0.9263366627497063,0.20416666666666683,-0.007499999999999951,-0.012916666666666687,0.0050000000000000044,0.09875000000000012,0.020000000000000018,-0.005416666666666625,0.029166666666666674,-0.010000000000000009,0.02708333333333346,0.02083333333333337,0.016250000000000098
